shop_name,shop_type,shop_star_rating,shop_address,shop_time_info,shop_contact
에일크루브루잉 신촌점,"맥주,호프",4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
보스포차,"맥주,호프",4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
사케즈키,이자카야,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
청담동포장마차,요리주점,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
아무술집 신촌점,"맥주,호프",4.28,서울 서대문구 연세로7길 21 1층 아무술집,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '17:00 - 03:00']]",0507-1481-8016
김씨네심야식당,이자카야,4.28,서울 서대문구 연세로7길 21 1층 아무술집,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1481-8016
수지상회 신촌점,요리주점,4.28,서울 서대문구 연세로7길 21 1층 아무술집,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '17:00 - 03:00']]",0507-1481-8016
쿠마네꼬치,이자카야,4.44,서울 서대문구 연세로9길 22,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 02:00'], ['토', '17:00 - 02:00'], ['일', '17:00 - 02:00'], ['월', '정기휴무 (매주 월요일)']]",정보 없음
미식가주택,요리주점,4.44,서울 서대문구 연세로9길 22,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료', '펼쳐보기']]",0507-1329-9808
룸의정석 신촌점,요리주점,정보 없음,서울 서대문구 연세로5가길 8-3 2층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['화', '17:00 - 05:00'], ['수', '17:00 - 05:00'], ['목', '17:00 - 05:00'], ['금', '17:00 - 06:00'], ['토', '17:00 - 06:00'], ['일', '17:00 - 05:00'], ['월', '17:00 - 05:00']]",070-8839-0808
신촌정직한족발,"족발,보쌈",정보 없음,서울 서대문구 연세로7안길 51 1층,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['매일', '16:00 - 02:00', '01:00 라스트오더']]",0507-1365-4346
룸의정석 신촌점,요리주점,정보 없음,서울 서대문구 연세로5가길 8-3 2층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['화', '17:00 - 05:00'], ['수', '17:00 - 05:00'], ['목', '17:00 - 05:00'], ['금', '17:00 - 06:00'], ['토', '17:00 - 06:00'], ['일', '17:00 - 05:00'], ['월', '17:00 - 05:00']]",070-8839-0808
브릭스5221맥주 신촌점,"맥주,호프",4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
쿠시노주방,이자카야,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
주무대,요리주점,4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00']]",0507-1440-1221
안테이쿠,이자카야,4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1440-1221
찰리주막 신촌점,요리주점,4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00']]",0507-1440-1221
집시포차,"맥주,호프",4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1440-1221
밤말,술집,4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00']]",0507-1440-1221
매거진 스탠딩,"맥주,호프",4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1440-1221
에일크루브루잉 신촌점,"맥주,호프",4.54,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00']]",0507-1440-1221
보스포차,"맥주,호프",4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
사케즈키,이자카야,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
청담동포장마차,요리주점,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
아무술집 신촌점,"맥주,호프",4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
김씨네심야식당,이자카야,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
수지상회 신촌점,요리주점,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
쿠마네꼬치,이자카야,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
미식가주택,요리주점,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
룸의정석 신촌점,요리주점,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
신촌에가면 광대포차,요리주점,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
역전포장마차 신촌점,술집,4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료', '펼쳐보기']]",0507-1359-5905
브릭스5221맥주 신촌점,"맥주,호프",4.36,서울 서대문구 연세로7길 25 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '16:00 - 03:00']]",0507-1359-5905
집시포차,"맥주,호프",4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
기중상점,요리주점,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
프라이빗 신촌점,요리주점,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
장미맨숀 신촌점,요리주점,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
교토우마이,이자카야,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
건어물녀,"맥주,호프",4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1335-7132
수달산장,요리주점,4.65,서울 서대문구 연세로9길 10-3,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '16:00 - 01:00'], ['토', '16:00 - 01:00'], ['일', '16:00 - 01:00'], ['월', '정기휴무 (매주 월요일)']]",0507-1335-7132
슬슬,술집,정보 없음,서울 마포구 연희로1길 23,"[['영업 중', '23:00에 영업 종료', '23시 0분에 영업 종료'], ['화', '17:00 - 23:00'], ['수', '17:00 - 23:00'], ['목', '17:00 - 23:00'], ['금', '17:00 - 23:00'], ['토', '16:00 - 23:00'], ['일', '16:00 - 23:00'], ['월', '17:00 - 23:00'], ['- 휴무는 인스타공지 ☆ 148_2seulseul']]",010-3907-0093
숲길,와인,정보 없음,서울 마포구 와우산로37길 11,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['화', '15:00 - 01:00'], ['수', '15:00 - 01:00'], ['목', '15:00 - 01:00'], ['금', '15:00 - 02:00'], ['토', '13:00 - 02:00'], ['일', '13:00 - 02:00'], ['월', '15:00 - 01:00']]",02-322-6080
맥주왕명주,"맥주,호프",4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
온기,요리주점,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
상수소굴,요리주점,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
스카이문 루프탑,바(BAR),4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
하루,이자카야,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
하꼬,이자카야,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
심야식당 킨빠,이자카야,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
크래프트한스 연남점,"맥주,호프",4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
무채색 숲,요리주점,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
무채색,요리주점,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
하나킨,이자카야,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
무명요리사,이자카야,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더', '펼쳐보기'], ['']]",0507-1332-9305
불나방,술집,4.73,서울 마포구 어울마당로 147-1 동원빌딩 1층,"[['영업 중', '03:30에 라스트오더', '3시 30분에 라스트오더'], ['매일', '17:30 - 04:00', '03:30 라스트오더'], ['- 연중무휴!']]",0507-1332-9305
준지의아름다운하루 연남점,이자카야,정보 없음,서울 마포구 월드컵북로2길 81 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['화', '17:00 - 03:00'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00']]",0507-1403-0710
세븐펍,"맥주,호프",정보 없음,서울 마포구 동교로 209-4 지하 1층,"[['영업 중', '01:30에 라스트오더', '1시 30분에 라스트오더'], ['화', '18:00 - 02:00', '01:30 라스트오더'], ['수', '18:00 - 02:00', '01:30 라스트오더'], ['목', '18:00 - 02:00', '01:30 라스트오더'], ['금', '18:00 - 04:00', '03:30 라스트오더'], ['토', '18:00 - 04:00', '03:30 라스트오더'], ['일', '18:00 - 02:00', '01:30 라스트오더'], ['월', '정기휴무 (매주 월요일)']]",0507-1385-6177
혼술아틀란티스,"맥주,호프",4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
백해,이자카야,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
연술집,요리주점,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
동백상회,요리주점,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
미드나잇 키친 연남점,요리주점,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
곤밥,요리주점,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
호돌이 호프,"맥주,호프",4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
술로름,요리주점,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
모모키친,이자카야,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
에어플레인모드,바(BAR),4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
카시,이자카야,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
더파이브올스,술집,4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료', '펼쳐보기']]",0507-1307-5241
디퍼 루프탑,"맥주,호프",4.78,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['화', '18:00 - 24:00'], ['수', '17:30 - 00:30'], ['목', '17:30 - 00:30'], ['금', '17:30 - 00:30'], ['토', '17:30 - 01:00'], ['일', '17:30 - 24:00'], ['월', '17:30 - 00:30']]",0507-1307-5241
딤,술집,정보 없음,서울 마포구 와우산로29길 48-5 2층,"[['오늘 휴무', '매주 화요일 휴무', '매주 화요일 휴무'], ['화', '정기휴무 (매주 화요일)'], ['수(7/12)', '휴무'], ['목', '19:30 - 24:00', '23:30 라스트오더'], ['금', '19:30 - 24:00', '23:30 라스트오더'], ['토', '17:00 - 02:00', '01:30 라스트오더'], ['일', '17:00 - 23:00', '22:30 라스트오더'], ['월', '19:30 - 24:00', '23:30 라스트오더'], ['접기']]",010-4895-3005
연어상회 신촌점,요리주점,4.21,서울 서대문구 연세로12길 20 현석빌딩 1층 연어상회,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '11:00 - 01:00']]",0507-1324-3177
키친31,이자카야,4.21,서울 서대문구 연세로12길 20 현석빌딩 1층 연어상회,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료', '펼쳐보기']]",0507-1324-3177
역전할머니맥주 신촌점,"맥주,호프",4.21,서울 서대문구 연세로12길 20 현석빌딩 1층 연어상회,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '11:00 - 01:00']]",0507-1324-3177
을지OB베어 와우,"맥주,호프",4.21,서울 서대문구 연세로12길 20 현석빌딩 1층 연어상회,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료', '펼쳐보기']]",0507-1324-3177
스탠딩박스,이자카야,4.21,서울 서대문구 연세로12길 20 현석빌딩 1층 연어상회,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '11:00 - 01:00']]",0507-1324-3177
술익는마을,"전통,민속주점",4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '15:00 - 05:00']]",02-338-1190
클럽이스케이프,바(BAR),4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료', '펼쳐보기']]",02-338-1190
막걸리싸롱,"전통,민속주점",4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '15:00 - 05:00']]",02-338-1190
젊은소나무,이자카야,4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료', '펼쳐보기']]",02-338-1190
히까루,이자카야,4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '15:00 - 05:00']]",02-338-1190
이찌방이야기 신촌점,요리주점,4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료', '펼쳐보기']]",02-338-1190
신촌관,요리주점,4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '15:00 - 05:00']]",02-338-1190
준코 연세대점,요리주점,4.47,서울 서대문구 연세로7길 22,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료', '펼쳐보기']]",02-338-1190
낙원스낵 신촌점,"맥주,호프",4.06,서울 서대문구 연세로4길 7,정보 없음,0507-1431-2026
연,바(BAR),4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무'], ['화(7/11)', '휴무'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00']]",0507-1431-2026
오롯,이자카야,4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무', '펼쳐보기']]",0507-1431-2026
올그릭투미,와인,4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무'], ['화(7/11)', '휴무'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00']]",0507-1431-2026
52nd Street,"맥주,호프",4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무', '펼쳐보기']]",0507-1431-2026
홍대 달동네,요리주점,4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무'], ['화(7/11)', '휴무'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00']]",0507-1431-2026
바 틸트,바(BAR),4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무', '펼쳐보기']]",0507-1431-2026
송학,바(BAR),4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무'], ['화(7/11)', '휴무'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00']]",0507-1431-2026
토리호람,요리주점,4.37,서울 서대문구 연세로5가길 17,"[['오늘 휴무', '07/11 휴무', '07/11 휴무', '펼쳐보기']]",0507-1431-2026
