shop_name,shop_type,shop_star_rating,shop_address,shop_open_info,shop_contact
꼬치주간,"오뎅,꼬치",4.96,서울 마포구 희우정로12길 23 1층 101호,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1422-0227
나이트엔데이,바(BAR),정보 없음,"서울 마포구 희우정로10길 15 상가동 112호, 113호","[('월', '12:00 - 24:00'), ('화', '12:00 - 24:00'), ('수', '12:00 - 24:00'), ('목', '12:00 - 24:00'), ('금', '12:00 - 02:00'), ('토', '12:00 - 02:00'), ('일', '12:00 - 02:00')]",0507-1435-9942
단바 서울,바(BAR),4.93,서울 마포구 망원로2길 87 1층,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1351-4149
망원엣지 망리단길점,술집,4.93,서울 마포구 망원로2길 87 1층,"[('월', '정기휴무 (매주 월요일)'), ('화', '19:00 - 05:00'), ('수', '19:00 - 05:00'), ('목', '19:00 - 05:00'), ('금', '19:00 - 05:00'), ('토', '14:00 - 05:00'), ('일', '14:00 - 05:00')]",0507-1351-4149
코멘터리사운드 와인샵 & 와인바,와인,정보 없음,서울 마포구 월드컵로23길 18 201호,"[('월', '정기휴무 (매주 월요일)'), ('화', '18:00 - 24:00'), ('수', '18:00 - 24:00'), ('목', '18:00 - 24:00'), ('금', '18:00 - 24:00'), ('토', '15:00 - 24:00'), ('일', '15:00 - 22:00')]",0507-1425-2281
슌우,요리주점,정보 없음,서울 마포구 포은로 63 1층,"[('월', '17:00 - 02:00'), ('화', '17:00 - 02:00'), ('수', '17:00 - 02:00'), ('목', '17:00 - 02:00'), ('금', '17:00 - 02:00'), ('토', '16:00 - 02:00'), ('일', '16:00 - 02:00')]",0507-1377-5285
서교주담 망원,요리주점,정보 없음,서울 마포구 포은로 82 1층,"[('월', '17:00 - 24:00'), ('화', '17:00 - 24:00'), ('수', '17:00 - 24:00'), ('목', '17:00 - 24:00'), ('금', '17:00 - 02:00'), ('토', '15:00 - 02:00'), ('일', '15:00 - 24:00')]",010-2633-7974
복덕방내추럴막걸리집,요리주점,4.55,서울 마포구 포은로8길 5,"[('월', '정기휴무 (매주 월요일)'), ('화', '정기휴무 (매주 화요일)'), ('수', '18:00 - 24:00'), ('목', '18:00 - 24:00'), ('금', '18:00 - 24:00'), ('토', '16:00 - 24:00'), ('일', '16:00 - 24:00')]",070-8864-1414
정주일가,요리주점,4.55,서울 마포구 포은로8길 5,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",070-8864-1414
너랑나랑호프,"맥주,호프",4.39,서울 마포구 월드컵로 61,"[('월', '16:30 - 02:00'), ('화', '16:30 - 02:00'), ('수', '16:30 - 02:00'), ('목', '16:30 - 02:00'), ('금', '16:30 - 02:00'), ('토', '16:30 - 02:00'), ('일', '16:30 - 02:00')]",010-4422-5157
미자카야,이자카야,4.39,서울 마포구 월드컵로 61,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",010-4422-5157
웅장,요리주점,정보 없음,서울 마포구 포은로 73 1층,"[('월', '17:00 - 01:00'), ('화', '17:00 - 01:00'), ('수', '17:00 - 01:00'), ('목', '17:00 - 01:00'), ('금', '17:00 - 01:00'), ('토', '17:00 - 01:00'), ('일', '정기휴무 (매주 일요일)')]",0507-1308-6389
구운,이자카야,4.6,서울 마포구 포은로 109 102호,"[('월', '18:00 - 24:00'), ('화', '18:00 - 24:00'), ('수', '18:00 - 24:00'), ('목', '18:00 - 24:00'), ('금', '18:00 - 24:00'), ('토', '18:00 - 24:00'), ('일', '정기휴무 (매주 일요일)')]",02-322-5545
화월,이자카야,4.6,서울 마포구 포은로 109 102호,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",02-322-5545
망원 그곳,"맥주,호프",4.61,서울 마포구 월드컵로13길 19-19,"[('월', '18:00 - 02:00'), ('화', '정기휴무 (매주 화요일)'), ('수', '18:00 - 02:00'), ('목', '18:00 - 02:00'), ('금', '18:00 - 03:00'), ('토', '18:00 - 03:00'), ('일', '정보 없음')]",010-3745-7037
나나,이자카야,4.61,서울 마포구 월드컵로13길 19-19,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",010-3745-7037
월명식당,이자카야,4.7,서울 마포구 방울내로 66 1층,"[('월', '17:00 - 03:00'), ('화', '17:00 - 03:00'), ('수', '17:00 - 03:00'), ('목', '17:00 - 03:00'), ('금', '17:00 - 03:00'), ('토', '17:00 - 03:00'), ('일', '정보 없음')]",010-5415-3562
리파인 망원,요리주점,4.7,서울 마포구 방울내로 66 1층,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",010-5415-3562
꿩먹고알먹고,"맥주,호프",4.23,서울 마포구 망원로11길 6 2층,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1307-8305
트릴로지,이자카야,4.23,서울 마포구 망원로11길 6 2층,"[('월', '17:30 - 01:30'), ('화', '17:30 - 01:30'), ('수', '17:30 - 01:30'), ('목', '17:30 - 01:30'), ('금', '17:30 - 01:30'), ('토', '17:30 - 01:30'), ('일', '17:30 - 01:30')]",0507-1307-8305
살쾡이,요리주점,정보 없음,서울 마포구 포은로 86-1 1층 103호(망원동),"[('월', '18:30 - 01:00'), ('화', '18:30 - 01:00'), ('수', '정기휴무 (매주 수요일)'), ('목', '18:30 - 01:00'), ('금', '18:00 - 02:00'), ('토', '18:00 - 02:00'), ('일', '18:30 - 01:00')]",0507-1358-5632
세이슈,이자카야,정보 없음,서울 마포구 희우정로16길 54-5 2층,"[('월', '18:00 - 02:00'), ('화', '18:00 - 02:00'), ('수', '18:00 - 02:00'), ('목', '18:00 - 02:00'), ('금', '18:00 - 03:00'), ('토', '18:00 - 03:00'), ('일', '18:00 - 02:00')]",0507-1352-4083
휴식당,요리주점,정보 없음,서울 마포구 동교로 43-1 1층 매장전화 부재시 01046342896,"[('월', '17:00 - 03:00'), ('화', '17:00 - 03:00'), ('수', '17:00 - 03:00'), ('목', '17:00 - 03:00'), ('금', '17:00 - 04:00'), ('토', '17:00 - 04:00'), ('일', '17:00 - 03:00')]",0507-1355-2896
PNPV,술집,정보 없음,서울 마포구 포은로 63 3층,"[('월', '19:00 - 03:00'), ('화', '19:00 - 03:00'), ('수', '19:00 - 03:00'), ('목', '19:00 - 03:00'), ('금', '19:00 - 03:00'), ('토', '19:00 - 03:00'), ('일', '19:00 - 03:00')]",0507-1380-6667
트릴토리,이자카야,정보 없음,서울 마포구 망원로7길 54,"[('월', '18:30 - 23:30'), ('화', '18:30 - 23:30'), ('수', '18:30 - 23:30'), ('목', '정기휴무 (매주 목요일)'), ('금', '18:30 - 23:30'), ('토', '17:30 - 23:30'), ('일', '17:30 - 23:30')]",010-4939-7496
망원양화,요리주점,정보 없음,서울 마포구 동교로 33-3 1층 망원양화,"[('월', '17:00 - 02:00'), ('화', '17:00 - 02:00'), ('수', '17:00 - 02:00'), ('목', '정기휴무 (매주 목요일)'), ('금', '17:00 - 02:00'), ('토', '17:00 - 02:00'), ('일', '17:00 - 02:00')]",0507-1354-4130
온밀,"스파게티,파스타전문",정보 없음,서울 마포구 포은로 84 1층,"[('월', '정기휴무 (매주 월요일)'), ('화', '11:50 - 21:00'), ('수', '11:50 - 21:00'), ('목', '11:50 - 21:00'), ('금', '11:50 - 21:00'), ('토', '11:50 - 21:00'), ('일', '11:50 - 21:00')]",0507-1382-2771
철길부산집 망원점,이자카야,정보 없음,서울 마포구 포은로 117 . 1층 1-4호,"[('월', '17:00 - 02:00'), ('화', '정기휴무 (매주 화요일)'), ('수', '17:00 - 02:00'), ('목', '17:00 - 02:00'), ('금', '17:00 - 02:00'), ('토', '17:00 - 02:00'), ('일', '17:00 - 02:00')]",0507-1378-8642
오비비어,요리주점,정보 없음,서울 마포구 월드컵로29길 7,"[('월', '16:00 - 03:00'), ('화', '16:00 - 03:00'), ('수', '16:00 - 03:00'), ('목', '16:00 - 03:00'), ('금', '16:00 - 03:00'), ('토', '16:00 - 03:00'), ('일', '16:00 - 03:00')]",0507-1339-6338
해진뒤,요리주점,4.82,서울 마포구 월드컵로23길 20 2층,"[('월', '정기휴무 (매주 월요일)'), ('화', '17:00 - 21:50'), ('수', '17:00 - 21:50'), ('목', '17:00 - 24:00'), ('금', '17:00 - 24:00'), ('토', '17:00 - 24:00'), ('일', '정기휴무 (매주 일요일)')]",0507-1372-2320
한지,요리주점,4.82,서울 마포구 월드컵로23길 20 2층,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1372-2320
호아,요리주점,정보 없음,서울 마포구 희우정로16길 17 지층,"[('월', '정기휴무 (매주 월요일)'), ('화', '18:00 - 02:00'), ('수', '18:00 - 02:00'), ('목', '18:00 - 02:00'), ('금', '18:00 - 02:00'), ('토', '14:00 - 02:00'), ('일', '15:00 - 21:00')]",0507-1307-5938
오복수산시장,요리주점,4.3,서울 마포구 포은로 78 1층 오복수산시장,"[('월', '정기휴무 (매주 월요일)'), ('화', '17:00 - 01:00'), ('수', '17:00 - 01:00'), ('목', '17:00 - 01:00'), ('금', '17:00 - 01:00'), ('토', '17:00 - 01:00'), ('일', '17:00 - 01:00')]",0507-1312-9873
하이에나,요리주점,4.3,서울 마포구 포은로 78 1층 오복수산시장,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1312-9873
주로,요리주점,정보 없음,서울 마포구 월드컵로19길 42 2층,"[('월', '17:30 - 01:00'), ('화', '정기휴무 (매주 화요일)'), ('수', '17:30 - 01:00'), ('목', '17:30 - 01:00'), ('금', '17:30 - 02:00'), ('토', '17:30 - 02:00'), ('일', '17:30 - 01:00')]",0507-1355-1575
녹턴사카바,바(BAR),4.54,서울 마포구 동교로 37,"[('월', '18:00 - 01:00'), ('화', '정기휴무 (매주 화요일)'), ('수', '18:00 - 01:00'), ('목', '18:00 - 01:00'), ('금', '18:00 - 02:00'), ('토', '17:00 - 02:00'), ('일', '17:00 - 01:00')]",02-336-0710
노스터,바(BAR),4.54,서울 마포구 동교로 37,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",02-336-0710
프로그,바(BAR),4.58,서울 마포구 포은로 61,"[('월', '18:00 - 24:00'), ('화', '18:00 - 24:00'), ('수', '18:00 - 24:00'), ('목', '18:00 - 24:00'), ('금', '18:00 - 24:00'), ('토', '18:00 - 24:00'), ('일', '정기휴무 (매주 일요일)')]",0507-1328-4360
호랑이 라운지,바(BAR),4.58,서울 마포구 포은로 61,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1328-4360
공작,와인,4.96,서울 마포구 희우정로12길 23 1층 101호,"[('월', '18:30 - 24:00'), ('화', '18:30 - 24:00'), ('수', '18:30 - 24:00'), ('목', '18:30 - 24:00'), ('금', '18:30 - 24:00'), ('토', '17:30 - 24:00'), ('일', '17:30 - 24:00')]",0507-1422-0227
꼬치주간,"오뎅,꼬치",4.96,서울 마포구 희우정로12길 23 1층 101호,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1422-0227
나이트엔데이,바(BAR),정보 없음,"서울 마포구 희우정로10길 15 상가동 112호, 113호","[('월', '12:00 - 24:00'), ('화', '12:00 - 24:00'), ('수', '12:00 - 24:00'), ('목', '12:00 - 24:00'), ('금', '12:00 - 02:00'), ('토', '12:00 - 02:00'), ('일', '12:00 - 02:00')]",0507-1435-9942
단바 서울,바(BAR),4.93,서울 마포구 망원로2길 87 1층,"[('월', '정기휴무 (매주 월요일)'), ('화', '19:00 - 05:00'), ('수', '19:00 - 05:00'), ('목', '19:00 - 05:00'), ('금', '19:00 - 05:00'), ('토', '14:00 - 05:00'), ('일', '14:00 - 05:00')]",0507-1351-4149
망원엣지 망리단길점,술집,4.93,서울 마포구 망원로2길 87 1층,"[('월', '정기휴무 (매주 월요일)'), ('화', '19:00 - 05:00'), ('수', '19:00 - 05:00'), ('목', '19:00 - 05:00'), ('금', '19:00 - 05:00'), ('토', '14:00 - 05:00'), ('일', '14:00 - 05:00')]",0507-1351-4149
시장맥주,"맥주,호프",4.45,서울 마포구 월드컵로13길 60 2층,"[('월', '18:00 - 01:00'), ('화', '18:00 - 01:00'), ('수', '18:00 - 01:00'), ('목', '18:00 - 01:00'), ('금', '18:00 - 01:00'), ('토', '18:00 - 01:00'), ('일', '정기휴무 (매주 일요일)')]",0507-1319-2841
케그샵 프리미엄수제맥주&전통주 셀렉샵 망원한강점,"맥주,호프",4.45,서울 마포구 월드컵로13길 60 2층,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1319-2841
리틀스탠드레몽,요리주점,정보 없음,서울 마포구 방울내로 24-1 1층,"[('월', '정기휴무 (매주 월요일)'), ('화', '15:00 - 23:00'), ('수', '15:00 - 23:00'), ('목', '15:00 - 23:00'), ('금', '15:00 - 23:00'), ('토', '15:00 - 23:00'), ('일', '15:00 - 23:00')]",0507-1376-4535
선술집 순,이자카야,정보 없음,서울 마포구 월드컵로15길 40 선술집 순,"[('월', '18:00 - 04:00'), ('화', '정기휴무 (매주 화요일)'), ('수', '18:00 - 04:00'), ('목', '18:00 - 04:00'), ('금', '18:00 - 04:00'), ('토', '18:00 - 04:00'), ('일', '18:00 - 04:00')]",0507-1389-4045
역전할머니맥주 망원점,"맥주,호프",4.39,서울 마포구 동교로9길 51,"[('월', '17:00 - 05:00'), ('화', '17:00 - 05:00'), ('수', '17:00 - 05:00'), ('목', '17:00 - 05:00'), ('금', '17:00 - 05:00'), ('토', '16:00 - 05:00'), ('일', '16:00 - 05:00')]",02-332-1984
루바토와인,와인,4.39,서울 마포구 동교로9길 51,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",02-332-1984
아루감,바(BAR),4.52,"서울 마포구 월드컵로19길 8 2,3층","[('월', '18:00 - 02:00'), ('화', '18:00 - 02:00'), ('수', '18:00 - 02:00'), ('목', '18:00 - 02:00'), ('금', '18:00 - 02:00'), ('토', '16:00 - 02:00'), ('일', '16:00 - 24:00')]",0507-1406-3213
소파,바(BAR),4.52,"서울 마포구 월드컵로19길 8 2,3층","[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1406-3213
살롱드낭만,바(BAR),4.92,서울 마포구 월드컵로23길 20 1층 오른쪽,"[('월', '정기휴무 (매주 월요일)'), ('화', '19:00 - 03:00'), ('수', '19:00 - 03:00'), ('목', '19:00 - 03:00'), ('금', '19:00 - 03:00'), ('토', '19:00 - 03:00'), ('일', '19:00 - 24:00')]",0507-1337-8684
더파인트,"맥주,호프",4.92,서울 마포구 월드컵로23길 20 1층 오른쪽,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",0507-1337-8684
부산본가,"전통,민속주점",4.45,서울 마포구 망원로 7-1,"[('월', '18:00 - 02:00'), ('화', '18:00 - 02:00'), ('수', '18:00 - 02:00'), ('목', '18:00 - 02:00'), ('금', '18:00 - 02:00'), ('토', '18:00 - 02:00'), ('일', '18:00 - 02:00')]",010-8461-6611
홍타하우스,요리주점,4.45,서울 마포구 망원로 7-1,"[('월', '정보 없음'), ('화', '정보 없음'), ('수', '정보 없음'), ('목', '정보 없음'), ('금', '정보 없음'), ('토', '정보 없음'), ('일', '정보 없음')]",010-8461-6611
