name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
양화진,요리주점,4.85,156,서울 마포구 양화진길 55,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,0507-1326-7666
합정포차포차,포장마차,3,122,서울 마포구 월드컵로1길 3 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
경복너랑나랑호프 합정점,"맥주,호프",4.38,392,서울 마포구 양화로3길 15,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,휴무,정보 없음,정보 없음
원앙,요리주점,4.27,262,서울 마포구 포은로 52-1,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
어른이대공원,요리주점,0.0,92,서울 마포구 양화로6길 100 1층,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,14:00-30:00,정보 없음,14:00-30:00,정보 없음,16:00-26:00,정보 없음,0507-1431-3352
Meld by kichijoji,요리주점,0.0,130,서울 마포구 성지길 55,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,휴무,23:00,02-332-6552
더뷰 합정,바(BAR),0.0,235,서울 마포구 양화로6길 76 2층,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-24:00,정보 없음,0507-1432-1307
Ms오뎅바,술집,4.5,197,서울 마포구 월드컵로1길 52,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
얼맥당 합정점,"맥주,호프",4.5,197,서울 마포구 월드컵로1길 14 B116호 얼맥당,17:00-26:00,01:30,17:00-26:00,01:30,14:00-27:00,02:30,14:00-27:00,02:30,14:00-29:00,04:30,14:00-29:00,04:30,14:00-27:00,01:30,070-4189-7574
육전면사무소 합정역점,요리주점,4.36,783,서울 마포구 월드컵로1길 14 마포 한강 푸르지오 지하1층 115-2호,10:00-22:00,정보 없음,10:00-22:00,정보 없음,10:00-22:00,정보 없음,10:00-22:00,정보 없음,10:00-22:00,정보 없음,10:00-22:00,정보 없음,10:00-22:00,정보 없음,02-332-7688
파코,바(BAR),4.44,1012,서울 마포구 월드컵로3길 14 마포한강2차푸르지오 1층 101호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1336-7309
바우리,와인,0.0,269,서울 마포구 토정로3길 17 지하,18:00-24:00,정보 없음,휴무,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-24:00,정보 없음,0507-1319-0813
명월문샤인,바(BAR),5,218,서울 마포구 독막로6길 18 1층,휴무,정보 없음,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,정보 없음,0507-1481-1661
사는게꽃같네,바(BAR),5,218,서울 마포구 월드컵로 53 지하1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1392-8557
교호,와인,0.0,113,서울 마포구 토정로2길 6-9 101호,휴무,정보 없음,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,16:00-23:00,22:30,12:00-22:00,15:00 - 17:00 브레이크타임,12:00-22:00,정보 없음,0507-1370-4171
교집합,바(BAR),0.0,533,서울 마포구 독막로 14 상록수빌딩 지하1층,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-25:00,정보 없음,0507-1371-8199
라라와 케이,와인,0.0,362,서울 마포구 토정로 28-8 1층 1호,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,17:00-24:00,22:30,0507-1353-6370
따로집,"전통,민속주점",4.79,402,서울 마포구 양화진길 6 1층 따로집,휴무,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,14:00-26:00,정보 없음,14:00-25:00,정보 없음,0507-1325-2455
컴피,와인,4.79,402,서울 마포구 양화로6길 32 2층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,12:00-24:00,정보 없음,12:00-24:00,정보 없음,0507-1330-4489
서울브루어리 합정,"맥주,호프",4.44,849,서울 마포구 토정로3안길 10,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,13:00-24:00,정보 없음,13:00-24:00,정보 없음,0507-1311-0915
부침개바 지리,"전통,민속주점",4.44,849,서울 마포구 토정로3안길 10,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-6396-3646
디엠,술집,4.59,1140,서울 마포구 토정로3안길 18 지하1층 매장입니다,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1329-6429
바람잔,요리주점,4.62,285,서울 마포구 월드컵로1길 40 바람잔,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,0507-1397-0113
썬키친,요리주점,4.62,285,서울 마포구 양화로6길 50 2층,휴무,정보 없음,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,정보 없음,0507-1338-4681
디엠,술집,4.89,1206,서울 마포구 토정로3안길 18 지하1층 매장입니다,17:40-25:00,00:30,17:40-25:00,00:30,17:40-25:00,00:30,17:40-25:00,00:30,17:40-26:00,01:30,16:10-26:00,01:30,16:10-25:00,00:30,0507-1329-6429
미나리,요리주점,0.0,366,서울 마포구 양화로6길 14 1층 코너점포,17:00-36:30,11:50,17:00-36:30,11:50,17:00-36:30,11:50,17:00-36:30,11:50,17:00-26:00,01:20,17:00-26:00,01:20,17:00-36:30,11:50,010-9585-7805
호맥 합정점,"맥주,호프",4.44,0,서울 마포구 독막로5길 5 대웅빌딩 1층 호맥,16:30-25:30,00:30,16:30-25:30,00:30,16:30-25:30,00:30,16:30-25:30,00:30,16:30-26:00,01:00,14:00-26:00,01:00,14:00-25:30,00:30,02-333-7466
아소토,이자카야,4.44,0,서울 마포구 독막로2길 34 1층 아소토,휴무,정보 없음,정보 없음,정보 없음,18:00-24:00,22:30,18:00-24:00,22:30,18:00-24:00,22:30,17:00-24:00,22:30,17:00-23:00,정보 없음,0507-1345-9622
이키,이자카야,4.56,514,서울 마포구 성지길 36-20 1층,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,00:00,010-9915-5915
토끼다이닝,요리주점,0.0,135,서울 마포구 독막로5길 5 2층,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-26:00,01:00,12:00-26:00,01:00,12:00-24:00,23:00,0507-1375-2431
심야식당 오밤중,요리주점,4.89,367,서울 마포구 포은로2가길 6 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,휴무,00:00,0507-1412-8824
깊은숲,"맥주,호프",4.89,367,서울 마포구 독막로 27,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1410-6865
낮달,요리주점,4.73,661,서울 마포구 독막로5길 8 1층 낮달,17:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,14:00-26:00,정보 없음,14:00-25:00,정보 없음,0507-1312-0597
금강산호프,"맥주,호프",4.37,840,서울 마포구 성지길 18,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,02-334-8120
과일가게,술집,4.56,426,서울 마포구 동교로 40,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-336-3859
호랑이,요리주점,4.16,234,서울 마포구 성지3길 23,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,010-5567-1637
색다른한잔,"맥주,호프",4.16,234,서울 마포구 독막로2길 35 1층 색다른한잔,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,070-4222-4198
카사블랑코,"맥주,호프",4.42,564,서울 마포구 양화로1길 29 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1484-9596
히게쯔라,이자카야,4.34,446,서울 마포구 양화로1길 42 1층,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-24:00,23:00,0507-1317-4883
넉탐,요리주점,4.39,315,서울 마포구 양화로1길 25,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1345-5640
시소,요리주점,4.39,315,서울 마포구 독막로 43-1 3층 시소,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1412-8744
남자식탁,이자카야,4.7,225,서울 마포구 월드컵로3길 31-8 1층 남자식탁,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1324-3035
형제집,요리주점,4.57,502,서울 마포구 포은로 39 1층 형제집,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1489-2230
화류 합정점,이자카야,4.61,299,서울 마포구 성지5길 19 1층,휴무,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,정보 없음,0507-1376-8310
델리카테슨,와인,4.61,407,서울 마포구 토정로3길 19 1층,11:30-23:00,15:00 - 17:00 브레이크타임,휴무,정보 없음,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,11:30-23:00,16:00 - 17:00 브레이크타임,11:30-23:00,15:00 - 17:00 브레이크타임,0507-1444-3141
윤슬,요리주점,4.61,407,서울 마포구 독막로4길 9 1층 가운데 검정문,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-24:00,정보 없음,02-6081-2200
준지의아름다운하루,이자카야,4.96,182,서울 마포구 독막로 48 2층,휴무,정보 없음,18:00-28:00,03:30,18:00-28:00,03:30,18:00-28:00,03:30,18:00-28:00,03:30,18:00-28:00,03:30,18:00-28:00,정보 없음,02-3144-6760
와인동산,요리주점,4.47,206,서울 마포구 포은로 21 1층 와인동산,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1366-3589
익순,요리주점,0.0,160,서울 마포구 양화진길 5 합정마트 입구 옆,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-26:00,01:00,18:00-26:00,01:00,휴무,00:00,0507-1326-9260
슬오라,요리주점,0.0,121,서울 마포구 포은로 14 1층,휴무,정보 없음,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,18:00-25:00,00:30,정보 없음,정보 없음,0507-1478-7377
달리,요리주점,4.49,347,서울 마포구 양화로6길 86 2층,11:30-28:00,정보 없음,11:30-28:00,정보 없음,휴무,정보 없음,11:30-28:00,정보 없음,11:30-28:00,정보 없음,11:30-28:00,정보 없음,11:30-28:00,정보 없음,0507-1381-4123
카즈,이자카야,4.49,347,서울 마포구 월드컵로3길 44,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,02-335-1631
약수터,포장마차,4.49,440,서울 마포구 독막로2길 12 1층 101호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1371-6229
우식궁,요리주점,4.74,186,서울 마포구 양화로6길 92 2층 우식궁,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-30:00,정보 없음,18:00-30:00,정보 없음,18:00-26:00,정보 없음,0507-1348-2543
양화진,요리주점,4.85,156,서울 마포구 양화진길 55,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,11:00-24:00,정보 없음,0507-1326-7666
합정포차포차,포장마차,3,122,서울 마포구 월드컵로1길 3 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
경복너랑나랑호프 합정점,"맥주,호프",4.38,392,서울 마포구 양화로3길 15,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,휴무,정보 없음,정보 없음
원앙,요리주점,4.27,262,서울 마포구 포은로 52-1,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
어른이대공원,요리주점,0.0,92,서울 마포구 양화로6길 100 1층,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,14:00-30:00,정보 없음,14:00-30:00,정보 없음,16:00-26:00,정보 없음,0507-1431-3352
Meld by kichijoji,요리주점,0.0,130,서울 마포구 성지길 55,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,휴무,23:00,02-332-6552
더뷰 합정,바(BAR),0.0,235,서울 마포구 양화로6길 76 2층,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-24:00,정보 없음,0507-1432-1307
Ms오뎅바,술집,4.5,197,서울 마포구 월드컵로1길 52,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
얼맥당 합정점,"맥주,호프",4.5,197,서울 마포구 월드컵로1길 14 B116호 얼맥당,17:00-26:00,01:30,17:00-26:00,01:30,14:00-27:00,02:30,14:00-27:00,02:30,14:00-29:00,04:30,14:00-29:00,04:30,14:00-27:00,01:30,070-4189-7574
육전면사무소 합정역점,요리주점,4.36,783,서울 마포구 월드컵로1길 14 마포 한강 푸르지오 지하1층 115-2호,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-332-7688
파코,바(BAR),4.44,1012,서울 마포구 월드컵로3길 14 마포한강2차푸르지오 1층 101호,휴무,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,19:00-25:00,정보 없음,0507-1336-7309
바우리,와인,0.0,269,서울 마포구 토정로3길 17 지하,18:00-24:00,정보 없음,휴무,정보 없음,18:00-24:00,정보 없음,18:00-24:00,정보 없음,18:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-24:00,정보 없음,0507-1319-0813
명월문샤인,바(BAR),5,218,서울 마포구 독막로6길 18 1층,휴무,정보 없음,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,23:30,18:00-24:00,정보 없음,0507-1481-1661
사는게꽃같네,바(BAR),5,218,서울 마포구 월드컵로 53 지하1층,20:00-28:00,정보 없음,휴무,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,20:00-28:00,정보 없음,0507-1392-8557
