name,type,star_rating,review_sum,address,time_info,contact
달래해장 강남역플래티넘점,한식,4.57,336,서울 강남구 강남대로78길 14 1층,"[['24시간 영업'], ['일', '00:00 - 24:00'], ['월', '00:00 - 24:00', '07:00 - 09:30 브레이크타임'], ['화', '00:00 - 24:00'], ['수', '00:00 - 24:00'], ['목', '00:00 - 24:00'], ['금', '00:00 - 24:00'], ['토', '00:00 - 24:00']]",0507-1346-4239
단골손님 강남1호점,요리주점,정보 없음,663,서울 강남구 테헤란로1길 40 2층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['매일', '16:00 - 04:00']]",0507-1347-9470
456포차,포장마차,정보 없음,142,서울 강남구 테헤란로6길 37,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '16:00 - 02:30', '01:00 라스트오더'], ['화', '16:00 - 02:30', '01:00 라스트오더'], ['수', '16:00 - 02:30', '01:00 라스트오더'], ['목', '16:00 - 02:30', '01:00 라스트오더'], ['금', '16:00 - 02:30', '01:00 라스트오더'], ['토', '16:00 - 01:30', '00:00 라스트오더']]",0507-1496-1818
아이리쉬펍 더블린,"맥주,호프",4.04,1101,서울 강남구 강남대로 442 별관 2층,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 24:00'], ['월', '15:00 - 01:00'], ['화', '15:00 - 01:00'], ['수', '15:00 - 01:00'], ['목', '15:00 - 01:00'], ['금', '15:00 - 02:00'], ['토', '14:00 - 02:00'], ['- 내부사정에 의해 영업시간은 다를수 있습니다.']]",02-561-3281
경복이모네포차 역삼본점,요리주점,4.04,1101,서울 강남구 봉은사로44길 5 1층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['토', '17:30 - 05:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 05:00'], ['화', '17:30 - 05:00'], ['수', '17:30 - 05:00'], ['목', '17:30 - 05:00'], ['금', '17:30 - 05:00']]",02-562-8842
토리니쿠,이자카야,4.52,208,서울 강남구 역삼로4길 16 1층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '15:00 - 03:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '15:00 - 03:00'], ['화', '15:00 - 03:00'], ['수', '15:00 - 03:00'], ['목', '15:00 - 03:00'], ['금', '15:00 - 03:00']]",0507-1335-6088
켄홈 강남2호점,이자카야,4.32,138,서울 강남구 역삼로1길 18 1층 켄홈,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['매일', '16:00 - 02:00']]",0507-1361-8332
구시야끼에독코,이자카야,4.56,227,서울 강남구 역삼로 129,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '18:00 - 02:00'], ['화', '18:00 - 02:00'], ['수', '18:00 - 02:00'], ['목', '18:00 - 02:00'], ['금', '18:00 - 02:00'], ['토', '18:00 - 02:00'], ['- Last order 24:00']]",070-7750-6808
이도,이자카야,4.56,227,서울 강남구 논현로75길 7 1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '18:00 - 24:00'], ['화', '18:00 - 24:00'], ['수', '18:00 - 24:00'], ['목', '18:00 - 24:00'], ['금', '18:00 - 24:00'], ['토', '18:00 - 24:00']]",0507-1470-0034
엘라,"맥주,호프",4.65,329,서울 강남구 테헤란로5길 36 1층 엘라,"[['영업 종료', '12:00에 영업 시작', '12시 0분에 영업 시작'], ['일', '12:00 - 22:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '12:00 - 23:00', '15:00 - 17:00 브레이크타임'], ['수', '12:00 - 23:00', '15:00 - 17:00 브레이크타임'], ['목', '12:00 - 23:00', '15:00 - 17:00 브레이크타임'], ['금', '12:00 - 24:00'], ['토', '12:00 - 24:00']]",02-6052-8831
나즈드라비,"맥주,호프",4.45,772,서울 강남구 테헤란로1길 28-6 제이빌딩 지하 1층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '15:00 - 03:00'], ['일', '15:00 - 24:00'], ['월', '15:00 - 02:00'], ['화', '15:00 - 02:00'], ['수', '15:00 - 02:00'], ['목', '15:00 - 02:00'], ['금', '15:00 - 02:00']]",02-558-0053
강남일미포차,포장마차,4.31,637,서울 강남구 강남대로96길 15 1층,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['일', '15:00 - 24:00', '23:30 라스트오더'], ['월', '15:00 - 02:00', '01:30 라스트오더'], ['화', '15:00 - 02:00', '01:30 라스트오더'], ['수', '15:00 - 02:00', '01:30 라스트오더'], ['목', '15:00 - 02:00', '01:30 라스트오더'], ['금', '15:00 - 02:00', '01:30 라스트오더'], ['토', '15:00 - 02:00', '01:30 라스트오더'], ['- 15:00~16:00 재료준비 시간']]",02-561-9222
요술포차역삼점,요리주점,4.35,299,서울 강남구 테헤란로19길 5 지하1층,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 00:30', '23:30 라스트오더'], ['월', '16:30 - 02:00', '01:00 라스트오더'], ['화', '16:30 - 02:00', '01:00 라스트오더'], ['수', '16:30 - 02:00', '01:00 라스트오더'], ['목', '16:30 - 02:00', '01:00 라스트오더'], ['금', '16:30 - 02:00', '01:00 라스트오더'], ['토', '16:30 - 02:00', '01:00 라스트오더']]",02-564-9939
다슬음,요리주점,4.34,567,서울 강남구 강남대로62길 23 역삼빌딩 1층 다슬음 요리주점,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '17:00 - 03:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 03:00'], ['화', '17:00 - 03:00'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '17:00 - 03:00']]",0507-1484-3401
마린3스토리,포장마차,4.77,428,서울 강남구 논현로71길 5,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 24:00', '23:00 라스트오더'], ['화', '17:30 - 24:00', '23:00 라스트오더'], ['수', '17:30 - 24:00', '23:00 라스트오더'], ['목', '17:30 - 24:00', '23:00 라스트오더'], ['금', '17:30 - 24:00', '23:00 라스트오더'], ['토', '17:00 - 24:00', '23:00 라스트오더'], ['08/05 휴무']]",02-538-7890
홍대주막,요리주점,4.77,428,서울 강남구 강남대로98길 12-5 3층,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['매일', '15:00 - 02:00']]",0507-1314-8730
미인이자카야포차,포장마차,4.41,284,서울 강남구 테헤란로1길 16 삼원빌딩 지하 1층,"[['영업 중', '04:30에 영업 종료', '4시 30분에 영업 종료'], ['매일', '16:30 - 04:30']]",02-554-8686
싼술의 전당,포장마차,4.21,443,서울 강남구 강남대로96길 13 지하1층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '16:00 - 04:00'], ['일', '16:00 - 02:00'], ['월', '16:00 - 02:00'], ['화', '16:00 - 02:00'], ['수', '16:00 - 02:00'], ['목', '16:00 - 02:00'], ['금', '16:00 - 04:00']]",0507-1436-0057
부엉이산장 강남점,요리주점,4.57,336,서울 강남구 테헤란로1길 28-11 1층,"[['영업 종료', '11:30에 영업 시작', '11시 30분에 영업 시작'], ['매일', '11:30 - 01:30', '00:30 라스트오더'], ['생방송오늘저녁 2010회, 23.04.26.', '2023년 4월 26일', ' 곱도리탕/감자채전']]",0507-1312-9901
용용선생 강남역점,요리주점,4.61,1518,서울 강남구 강남대로96길 17,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['매일', '17:00 - 01:00', '00:00 라스트오더'], ['줄서는식당 15회, 22.05.02.', '2022년 5월 2일', ' 화산마라전골']]",0507-1395-5369
퓨전술집U,요리주점,4.61,1518,서울 강남구 봉은사로2길 16 1층,"[['영업 중', '02:00에 라스트오더', '2시 0분에 라스트오더'], ['토', '17:00 - 03:00', '02:00 라스트오더'], ['일', '17:00 - 03:00', '02:00 라스트오더'], ['월', '17:00 - 03:00', '02:00 라스트오더'], ['화', '17:00 - 03:00', '02:00 라스트오더'], ['수', '17:00 - 03:00', '02:00 라스트오더'], ['목', '17:00 - 03:00', '02:00 라스트오더'], ['금', '17:00 - 03:00', '02:00 라스트오더'], ['- 설날 당일 휴무']]",0507-1370-9135
아리네술상,이자카야,4.57,373,서울 강남구 논현로94길 11 지하 1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '11:30 - 01:00'], ['화', '11:30 - 01:00'], ['수', '11:30 - 01:00'], ['목', '11:30 - 01:00'], ['금', '11:30 - 01:00'], ['토', '17:00 - 01:00', '03:00 - 17:00 브레이크타임']]",02-501-9297
이자카야겸 2호점,이자카야,4.57,373,서울 강남구 논현로64길 33 1층 이자카야겸2호점,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 22:00', '21:30 라스트오더'], ['월', '16:00 - 02:00', '01:30 라스트오더'], ['화', '16:00 - 02:00', '01:30 라스트오더'], ['수', '16:00 - 02:00', '01:30 라스트오더'], ['목', '16:00 - 02:00', '01:30 라스트오더'], ['금', '16:00 - 02:00', '01:30 라스트오더'], ['토', '16:00 - 02:00', '01:30 라스트오더'], ['- 매주일요일은 정기휴무입니다.']]",0507-1370-1414
포차테라스,"맥주,호프",정보 없음,289,서울 강남구 강남대로98길 9 3층,정보 없음,0507-1351-7858
아트몬스터 강남역점,"맥주,호프",4.55,정보 없음,서울 강남구 테헤란로1길 28-3,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['일', '15:00 - 23:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 01:00'], ['토', '15:00 - 01:00'], ['생방송투데이 2658회, 20.09.14.', '2020년 9월 14일', ' 세븐피자/순살로제크림치즈치킨/수제맥주']]",0507-1336-6110
코다차야 강남점,이자카야,4.55,정보 없음,서울 강남구 강남대로 468 충림빌딩 지하2층 코다차야강남점,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00'], ['- 라스트오더 (일~목) 23시 30분, (금,토) 24시']]",02-3453-6666
한라맥주 강남점,"맥주,호프",4.37,정보 없음,서울 강남구 봉은사로18길 90 1층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '14:00 - 04:00'], ['일', '14:00 - 02:00'], ['월', '16:00 - 03:00'], ['화', '16:00 - 03:00'], ['수', '16:00 - 03:00'], ['목', '16:00 - 03:00'], ['금', '15:00 - 04:00']]",0507-1317-1789
이자카야 겸,이자카야,4.42,209,서울 강남구 도곡로27길 3 1층 이자카야겸,"[['영업 중', '02:15에 라스트오더', '2시 15분에 라스트오더'], ['매일', '16:30 - 03:00', '02:15 라스트오더']]",0507-1355-2042
더 간사이,이자카야,4.42,209,서울 강남구 논현로85길 35 세하빌딩 1층 더 간사이,"[['영업 종료', '16:00에 영업 시작', '16시 0분에 영업 시작'], ['일', '16:00 - 02:00', '01:00 라스트오더'], ['월', '16:00 - 02:00', '01:00 라스트오더'], ['화', '16:00 - 02:00', '01:00 라스트오더'], ['수', '16:00 - 02:00', '01:00 라스트오더'], ['목', '16:00 - 02:00', '01:00 라스트오더'], ['금', '16:00 - 02:00', '01:00 라스트오더'], ['토', '16:00 - 02:00', '01:00 라스트오더']]",0507-1426-3342
이자카야나무 강남역CGV점,이자카야,4.33,290,서울 강남구 강남대로 442 2층,"[['영업 중', '04:30에 라스트오더', '4시 30분에 라스트오더'], ['매일', '15:30 - 05:00', '04:30 라스트오더']]",0507-1436-6787
야다이,이자카야,4.3,386,서울 강남구 테헤란로1길 28-1,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['토', '13:00 - 05:00'], ['일', '13:00 - 05:00'], ['월', '13:00 - 03:00'], ['화', '13:00 - 03:00'], ['수', '13:00 - 03:00'], ['목', '13:00 - 03:00'], ['금', '13:00 - 03:00']]",02-561-9927
오늘와인한잔 강남역1번출구점,와인,4.3,386,서울 강남구 테헤란로4길 6 센트럴푸루지오시티 2층 217호,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['매일', '15:00 - 06:00']]",02-555-9132
FR13ND PUB,"맥주,호프",4.7,590,서울 강남구 논현로71길 8 1층 FR13ND PUB,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '19:00 - 01:00'], ['화', '19:00 - 01:00'], ['수', '19:00 - 01:00'], ['목', '19:00 - 01:00'], ['금', '19:00 - 01:00'], ['토', '20:00 - 24:00']]",0507-1338-4798
밤별 포차 라운지 본점,요리주점,4.42,37,"서울 강남구 강남대로102길 13-8 1층, 2층","[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['매일', '15:00 - 02:00']]",0507-1350-0024
소보키 강남점,요리주점,정보 없음,정보 없음,서울 강남구 봉은사로18길 80 1층,"[['영업 종료', '11:30에 영업 시작', '11시 30분에 영업 시작'], ['매일', '11:30 - 24:00', '14:00 - 15:00 브레이크타임', '23:00 라스트오더']]",0507-1353-0094
츄라우미 역삼본점,이자카야,4.43,정보 없음,서울 강남구 언주로93길 21 남전타운,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '17:30 - 03:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 03:00'], ['화', '17:30 - 03:00'], ['수', '17:30 - 03:00'], ['목', '17:30 - 03:00'], ['금', '17:30 - 03:00']]",0507-1425-7771
수지상회 강남1호점,요리주점,4.43,정보 없음,서울 강남구 테헤란로1길 17 2층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['토', '15:00 - 05:00'], ['일', '15:00 - 05:00'], ['월', '16:00 - 05:00'], ['화', '16:00 - 05:00'], ['수', '16:00 - 05:00'], ['목', '16:00 - 05:00'], ['금', '16:00 - 05:00'], ['- 영업시간 외에 전화연결 불가합니다.톡톡문의 부탁드립니다']]",0507-1366-6974
랭맥,"맥주,호프",4.3,928,서울 강남구 강남대로78길 8 2층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 02:00', '01:00 라스트오더'], ['화', '17:00 - 02:00', '01:00 라스트오더'], ['수', '17:00 - 02:00', '01:00 라스트오더'], ['목', '17:00 - 02:00', '01:00 라스트오더'], ['금', '17:00 - 02:00', '01:00 라스트오더'], ['토', '17:00 - 02:00', '01:00 라스트오더'], ['- 일요일 휴무입니다.']]",0507-1315-2129
엠투포차 강남역점,요리주점,4.3,928,서울 강남구 테헤란로1길 28-5 지상1층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['토', '11:00 - 03:00'], ['일', '15:00 - 03:00'], ['월', '11:00 - 03:00'], ['화', '11:00 - 03:00'], ['수', '11:00 - 03:00'], ['목', '11:00 - 03:00'], ['금', '11:00 - 03:00']]",0507-1330-0282
왕스펍,"맥주,호프",4.88,정보 없음,서울 강남구 강남대로98길 11 메트로빌딩 1층,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['매일', '14:00 - 01:00', '00:30 라스트오더']]",0507-1396-2888
블루문 탭하우스,"맥주,호프",4.4,1323,서울 강남구 언주로94길 5 1층 블루문탭하우스,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '22:30 라스트오더'], ['화', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '22:30 라스트오더'], ['수', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '22:30 라스트오더'], ['목', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '22:30 라스트오더'], ['금', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '22:30 라스트오더'], ['토', '18:00 - 23:00', '21:30 라스트오더'], ['- 토요일 저녁영업은 간단한메뉴만 가능합니다']]",0507-1397-0340
나즈드라비,"맥주,호프",4.61,503,서울 강남구 강남대로 442 흥국생명빌딩,"[['영업 종료', '14:00에 영업 시작', '14시 0분에 영업 시작'], ['일', '14:00 - 01:00'], ['월', '14:30 - 02:00'], ['화', '14:30 - 02:00'], ['수', '14:30 - 02:00'], ['목', '14:30 - 02:00'], ['금', '14:30 - 03:00'], ['토', '14:30 - 02:00']]",0507-1307-5093
뉴홍콩,요리주점,4.65,1079,서울 강남구 봉은사로2길 16 2층 뉴홍콩,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['일', '17:00 - 24:00', '23:00 라스트오더'], ['월', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더'], ['화', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더'], ['수', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더'], ['목', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더'], ['금', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더'], ['토', '11:30 - 24:00', '15:00 - 17:00 브레이크타임', '23:00 라스트오더']]",0507-1327-1932
강남비치,"맥주,호프",정보 없음,177,서울 강남구 강남대로96길 20 혜진빌딩 2층,"[['영업 종료', '17:00에 영업 시작', '17시 0분에 영업 시작'], ['매일', '17:00 - 02:00'], ['- 24시까지 주문 받습니다.']]",02-552-9662
