shop_name,shop_type,shop_star_rating,shop_address,shop_time_info,shop_contact
와일드버팔로,요리주점,4.29,서울 강남구 선릉로161길 15 1층,"[['영업 중', '02:15에 라스트오더', '2시 15분에 라스트오더'], ['토', '17:30 - 03:00', '02:15 라스트오더'], ['일', '17:30 - 01:00', '00:15 라스트오더'], ['월', '17:30 - 01:00', '00:15 라스트오더'], ['화', '17:30 - 01:00', '00:15 라스트오더'], ['수', '17:30 - 01:00', '00:15 라스트오더'], ['목', '17:30 - 01:00', '00:15 라스트오더'], ['금', '17:30 - 03:00', '02:15 라스트오더']]",0507-1333-7097
와라야키 쿠이신보,이자카야,4.36,서울 강남구 도산대로15길 6 대화빌딩,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['토', '17:30 - 02:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 01:00'], ['화', '17:30 - 01:00'], ['수', '17:30 - 01:00'], ['목', '17:30 - 01:00'], ['금', '17:30 - 02:00']]",010-8811-9215
뻐꾸기 본점,포장마차,4.4,서울 강남구 도산대로17길 4,"[['영업 중', '04:30에 영업 종료', '4시 30분에 영업 종료'], ['토', '17:00 - 04:30'], ['일', '17:00 - 04:30'], ['월', '17:00 - 04:30'], ['화', '17:00 - 04:30'], ['수', '17:00 - 04:30'], ['목', '17:00 - 04:30'], ['금', '17:00 - 04:30']]",02-512-6798
야키토리 요이사,이자카야,4.61,서울 강남구 논현로175길 101,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['토', '17:00 - 24:00'], ['일', '17:00 - 24:00'], ['월', '18:00 - 24:00'], ['화', '18:00 - 24:00'], ['수', '18:00 - 24:00'], ['목', '18:00 - 24:00'], ['금', '17:00 - 24:00']]",0507-1473-2307
갓포 히미츠 X 뱅가드 하이파이 뮤직 라운지,이자카야,4.55,서울 강남구 압구정로54길 14 지하 1층,"[['영업 중', '갓포 히미츠 23:30에 라스트오더'], ['토', '갓포 히미츠 17:30 - 01:00', '23:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 02:00'], ['일', '갓포 히미츠 17:30 - 24:00', '22:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 01:00'], ['월', '갓포 히미츠 17:30 - 24:00', '22:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 01:00'], ['화', '갓포 히미츠 17:30 - 24:00', '22:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 01:00'], ['수', '갓포 히미츠 17:30 - 24:00', '22:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 01:00'], ['목', '갓포 히미츠 17:30 - 24:00', '22:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 01:00'], ['금', '갓포 히미츠 17:30 - 01:00', '23:30 라스트오더', '뱅가드 뮤직 라운지 18:00 - 02:00']]",02-515-0066
토리키치 압구정로데오 2호점,이자카야,정보 없음,"서울 강남구 선릉로155길 25 101호, 102호","[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '17:00 - 01:00']]",0507-1437-1334
토리키치 압구정로데오점,이자카야,정보 없음,서울 강남구 선릉로155길 26 1층,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '17:00 - 01:00']]",0507-1379-1998
동굴,요리주점,정보 없음,서울 강남구 압구정로50길 25,"[['영업 중', '03:00에 라스트오더', '3시 0분에 라스트오더'], ['토', '18:00 - 04:00', '03:00 라스트오더'], ['일', '18:00 - 01:00', '00:00 라스트오더'], ['월', '18:00 - 01:00', '00:00 라스트오더'], ['화', '18:00 - 01:00', '00:00 라스트오더'], ['수', '18:00 - 01:00', '00:00 라스트오더'], ['목', '18:00 - 01:00', '00:00 라스트오더'], ['금', '18:00 - 04:00', '03:00 라스트오더']]",010-5543-7019
우오하나,이자카야,4.54,서울 강남구 압구정로2길 29,"[['영업 중', '01:30에 영업 종료', '1시 30분에 영업 종료'], ['매일', '17:30 - 01:30']]",010-7569-1487
만미,요리주점,정보 없음,서울 강남구 선릉로157길 23-3 2층 만미,"[['영업 중', '01:15에 라스트오더', '1시 15분에 라스트오더'], ['토', '17:00 - 02:00', '01:15 라스트오더'], ['일', '정기휴무 (매주 일요일)'], ['월', '11:30 - 01:00', '14:30 - 17:30 브레이크타임', '00:15 라스트오더'], ['화', '11:30 - 01:00', '14:30 - 17:30 브레이크타임', '00:15 라스트오더'], ['수', '11:30 - 01:00', '14:30 - 17:30 브레이크타임', '00:15 라스트오더'], ['목', '11:30 - 01:00', '14:30 - 17:30 브레이크타임', '00:15 라스트오더'], ['금', '11:30 - 02:00', '14:30 - 17:30 브레이크타임', '01:15 라스트오더']]",02-547-7888
좋은자리,"맥주,호프",4.43,서울 강남구 강남대로152길 67,정보 없음,010-4801-6074
고향역,포장마차,4.19,서울 강남구 강남대로152길 34,"[['영업 중', '07:00에 영업 종료', '7시 0분에 영업 종료'], ['토', '17:00 - 07:00'], ['일', '17:00 - 05:00'], ['월', '17:00 - 07:00'], ['화', '17:00 - 07:00'], ['수', '17:00 - 07:00'], ['목', '17:00 - 07:00'], ['금', '17:00 - 07:00']]",02-543-4692
바다를훔친언니,포장마차,정보 없음,서울 강남구 강남대로154길 12 1층,"[['영업 중', '01:30에 영업 종료', '1시 30분에 영업 종료'], ['토', '16:30 - 01:30'], ['일', '정기휴무 (매주 일요일)'], ['월', '16:30 - 01:30'], ['화', '16:30 - 01:30'], ['수', '16:30 - 01:30'], ['목', '16:30 - 01:30'], ['금', '16:30 - 01:30'], ['- 매주 일요일 휴무에요~']]",0507-1393-6992
신사 휘공,요리주점,4.68,서울 강남구 강남대로158길 26 1층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '16:00 - 04:00'], ['일', '16:00 - 03:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '16:00 - 03:00'], ['수', '16:00 - 03:00'], ['목', '16:00 - 03:00'], ['금', '16:00 - 04:00']]",010-6602-5033
프레즈드로이,"맥주,호프",정보 없음,서울 강남구 강남대로156길 41,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['매일', '14:00 - 02:00', '01:00 라스트오더'], ['- 주방마감은 새벽1시 주류마감은 새벽1시30분입니다']]",0507-1311-7078
더청춘,포장마차,4.51,서울 강남구 언주로168길 23,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['토', '17:00 - 01:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 01:00']]",02-548-4902
관계,요리주점,4.7,서울 강남구 논현로157길 29 한양아파트 1층 관계,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['토', '18:00 - 02:00', '01:00 라스트오더'], ['일', '정기휴무 (매주 일요일)'], ['월', '18:00 - 02:00', '01:00 라스트오더'], ['화', '18:00 - 02:00', '01:00 라스트오더'], ['수', '18:00 - 02:00', '01:00 라스트오더'], ['목', '18:00 - 02:00', '01:00 라스트오더'], ['금', '18:00 - 02:00', '01:00 라스트오더']]",010-4742-5292
ING,요리주점,4.23,서울 강남구 언주로170길 34,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['토', '17:00 - 06:00'], ['일', '18:00 - 04:00'], ['월', '18:00 - 04:00'], ['화', '18:00 - 04:00'], ['수', '18:00 - 04:00'], ['목', '18:00 - 04:00'], ['금', '17:00 - 06:00']]",02-545-3866
토리키치 압구정로데오점,이자카야,정보 없음,서울 강남구 선릉로155길 26 1층,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '17:00 - 01:00']]",0507-1379-1998
프레임,요리주점,정보 없음,서울 강남구 도산대로11길 32 2층,"[['영업 중', '23:00에 라스트오더', '23시 0분에 라스트오더'], ['매일', '17:00 - 24:00', '23:00 라스트오더'], ['- 명절 당일 휴무입니다.']]",0507-1373-9731
키보2,이자카야,정보 없음,서울 강남구 강남대로158길 19 1층,"[['영업 중', '22:00에 라스트오더', '22시 0분에 라스트오더'], ['토', '16:00 - 23:00', '22:00 라스트오더'], ['일', '16:00 - 23:00', '22:00 라스트오더'], ['월', '16:00 - 24:00', '23:00 라스트오더'], ['화', '16:00 - 24:00', '23:00 라스트오더'], ['수', '16:00 - 24:00', '23:00 라스트오더'], ['목', '16:00 - 24:00', '23:00 라스트오더'], ['금', '16:00 - 24:00', '23:00 라스트오더']]",0507-1490-2222
수리다라,요리주점,4.61,서울 강남구 선릉로155길 25 1층 수리다라,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['토', '17:30 - 06:00'], ['일', '17:30 - 03:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:30 - 03:00'], ['수', '17:30 - 03:00'], ['목', '17:30 - 03:00'], ['금', '17:30 - 06:00']]",0507-1381-5150
서리달,요리주점,4.54,서울 강남구 도산대로1길 36 1층,"[['영업 중', '23:00에 영업 종료', '23시 0분에 영업 종료'], ['토', '17:00 - 23:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 23:00'], ['화', '17:00 - 23:00'], ['수', '17:00 - 23:00'], ['목', '17:00 - 23:00'], ['금', '17:00 - 23:00']]",0507-1394-8233
술단지,포장마차,정보 없음,서울 강남구 강남대로152길 21 2층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '17:00 - 04:00'], ['일', '17:00 - 23:30'], ['월', '17:00 - 02:00'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 04:00']]",0507-1397-3637
갓포우오,이자카야,정보 없음,서울 강남구 강남대로156길 12 1층,"[['영업 중', '01:30에 영업 종료', '1시 30분에 영업 종료'], ['매일', '17:30 - 01:30']]",010-7927-1487
타츠야,이자카야,정보 없음,"서울 강남구 강남대로158길 21 1층 101호(신사동, 홍인빌딩)","[['영업 중', '00:00에 라스트오더', '0시 0분에 라스트오더'], ['토', '16:30 - 01:00', '00:00 라스트오더'], ['일', '16:30 - 01:00', '00:00 라스트오더'], ['월', '17:00 - 01:00', '00:00 라스트오더'], ['화', '17:00 - 01:00', '00:00 라스트오더'], ['수', '17:00 - 01:00', '00:00 라스트오더'], ['목', '17:00 - 01:00', '00:00 라스트오더'], ['금', '17:00 - 01:00', '00:00 라스트오더']]",0507-1357-7743
강남주막다방,요리주점,정보 없음,서울 강남구 가로수길 16 덕암빌딩 지하1층,"[['영업 중', '02:00에 라스트오더', '2시 0분에 라스트오더'], ['토', '15:30 - 03:00', '02:00 라스트오더'], ['일', '15:30 - 02:00', '01:00 라스트오더'], ['월', '15:30 - 03:00', '02:00 라스트오더'], ['화', '15:30 - 03:00', '02:00 라스트오더'], ['수', '15:30 - 03:00', '02:00 라스트오더'], ['목', '15:30 - 03:00', '02:00 라스트오더'], ['금', '15:30 - 03:00', '02:00 라스트오더'], ['- 미리 예약하시면 오픈시간 협의조정 가능합니다^^']]",0507-1399-0720
무탈 압구정점,요리주점,정보 없음,서울 강남구 압구정로50길 27 2층,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['토', '18:00 - 06:00'], ['일', '18:00 - 02:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '18:00 - 02:00'], ['수', '18:00 - 02:00'], ['목', '18:00 - 02:00'], ['금', '18:00 - 06:00']]",0507-1340-3291
마리모 신사동점,이자카야,4.58,서울 강남구 도산대로49길 10-1 수한빌딩 1층,"[['영업 중', '03:00에 라스트오더', '3시 0분에 라스트오더'], ['토', '18:00 - 04:00', '03:00 라스트오더'], ['일', '18:00 - 04:00', '03:00 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '18:00 - 04:00', '03:00 라스트오더'], ['수', '18:00 - 04:00', '03:00 라스트오더'], ['목', '18:00 - 04:00', '03:00 라스트오더'], ['금', '18:00 - 04:00', '03:00 라스트오더'], ['- 23년 설 연휴 21,22,23일 휴무 / 24일 영업']]",02-545-5885
도깨비포차,요리주점,정보 없음,"서울 강남구 압구정로50길 23 2층, 3층","[['24시간 영업', '연중무휴', '연중무휴'], ['매일', '00:00 - 24:00']]",070-4212-9637
극락 도산,술집,정보 없음,서울 강남구 선릉로155길 29 2층,"[['영업 중', '02:00에 라스트오더', '2시 0분에 라스트오더'], ['토', '17:00 - 03:00', '02:00 라스트오더'], ['일', '17:00 - 24:00', '23:00 라스트오더'], ['월', '18:00 - 02:00', '01:00 라스트오더'], ['화', '18:00 - 02:00', '01:00 라스트오더'], ['수', '18:00 - 02:00', '01:00 라스트오더'], ['목', '18:00 - 02:00', '01:00 라스트오더'], ['금', '18:00 - 03:00', '02:00 라스트오더']]",0507-1361-5079
이자카야화분,이자카야,4.94,서울 강남구 강남대로156길 31-3 지하1층,"[['영업 중', '22:30에 라스트오더', '22시 30분에 라스트오더'], ['토', '17:30 - 23:30', '22:30 라스트오더'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 23:30', '22:30 라스트오더'], ['화', '17:30 - 23:30', '22:30 라스트오더'], ['수', '17:30 - 23:30', '22:30 라스트오더'], ['목', '17:30 - 23:30', '22:30 라스트오더'], ['금', '17:30 - 23:30', '22:30 라스트오더']]",0507-1425-5671
기세끼 신사점,이자카야,4.49,서울 강남구 강남대로152길 42 지하 1층,"[['영업 중', '03:00에 라스트오더', '3시 0분에 라스트오더'], ['매일', '17:30 - 04:30', '03:00 라스트오더'], ['- 라스트오더 3시~3시 30분 식사종료 4시~4시 30분']]",0507-1405-4577
압쿠아맨포차,포장마차,정보 없음,서울 강남구 언주로172길 66 1층,"[['영업 중', '04:00에 라스트오더', '4시 0분에 라스트오더'], ['매일', '18:00 - 05:00', '04:00 라스트오더']]",02-6953-7542
호시,이자카야,4.83,서울 강남구 선릉로161길 15-4,"[['영업 중', '00:00에 라스트오더', '0시 0분에 라스트오더'], ['토', '17:00 - 01:00', '00:00 라스트오더'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 24:00', '23:00 라스트오더'], ['화', '17:00 - 24:00', '23:00 라스트오더'], ['수', '17:00 - 24:00', '23:00 라스트오더'], ['목', '17:00 - 24:00', '23:00 라스트오더'], ['금', '17:00 - 01:00', '00:00 라스트오더'], ['- 매주 일요일 휴무']]",0507-1458-7173
교텐,이자카야,4.44,서울 강남구 강남대로160길 23,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['토', '17:00 - 24:00'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 24:00'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 24:00']]",02-511-5232
반반포차 1호점,포장마차,정보 없음,서울 강남구 언주로168길 40 1층,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '18:00 - 04:00'], ['일', '18:00 - 01:00'], ['월', '18:00 - 01:00'], ['화', '18:00 - 01:00'], ['수', '18:00 - 01:00'], ['목', '18:00 - 01:00'], ['금', '18:00 - 04:00']]",010-5828-3437
신사베베 이자카야,이자카야,4.92,서울 강남구 강남대로158길 10 1층 신사베베 신사가로수길점,"[['영업 종료', '15:00에 영업 시작', '15시 0분에 영업 시작'], ['토', '15:00 - 22:30', '21:30 라스트오더'], ['일', '15:00 - 22:30', '21:30 라스트오더'], ['월', '17:00 - 22:30', '21:30 라스트오더'], ['화', '17:00 - 22:30', '21:30 라스트오더'], ['수', '17:00 - 22:30', '21:30 라스트오더'], ['목', '17:00 - 22:30', '21:30 라스트오더'], ['금', '17:00 - 22:30', '21:30 라스트오더'], ['매달 1번째 월요일 정기 휴무']]",0507-1441-0347
콜마인,와인,정보 없음,서울 강남구 압구정로50길 5-12 지하 1층 (서울특별시 강남구 신사동 661-10 지하 1층),"[['영업 중', '23:30에 라스트오더', '23시 30분에 라스트오더'], ['토', '17:00 - 24:00', '23:30 라스트오더'], ['일', '17:00 - 23:00', '22:30 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 23:00', '22:30 라스트오더'], ['수', '17:00 - 23:00', '22:30 라스트오더'], ['목', '17:00 - 23:00', '22:30 라스트오더'], ['금', '17:00 - 24:00', '23:30 라스트오더']]",0507-1383-9779
초심 압구정로데오점,요리주점,정보 없음,서울 강남구 언주로172길 55 2층,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['매일', '15:00 - 02:00', '01:00 라스트오더']]",0507-1322-2755
다이닝 목로 도산점,요리주점,4.65,서울 강남구 도산대로49길 6-7 1층 다이닝 목로 도산점,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료', '펼쳐보기']]",0507-1327-5180
한추,"맥주,호프",4.19,서울 강남구 논현로175길 68,"[['영업 중', '00:30에 라스트오더', '0시 30분에 라스트오더'], ['토', '14:00 - 01:00', '00:30 라스트오더'], ['일', '정기휴무 (매주 일요일)'], ['월', '14:00 - 24:00', '23:30 라스트오더'], ['화', '14:00 - 24:00', '23:30 라스트오더'], ['수', '14:00 - 24:00', '23:30 라스트오더'], ['목', '14:00 - 24:00', '23:30 라스트오더'], ['금', '14:00 - 01:00', '00:30 라스트오더'], ['- 금토 라스트오더 1시간전'], ['수요미식회 3회, 15.02.04.', '2015년 2월 4일', ' 치킨/후라이드치킨']]",02-541-0969
양철지붕 본점,요리주점,4.42,서울 강남구 도산대로17길 4,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['매일', '17:00 - 04:00']]",0507-1404-2833
획,요리주점,4.96,서울 강남구 강남대로156길 31,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['토', '17:00 - 01:00'], ['일', '17:00 - 22:30'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 23:00'], ['수', '17:00 - 23:00'], ['목', '17:00 - 23:00'], ['금', '17:00 - 01:00'], ['- 매주 월요일 휴무 입니다']]",0507-1382-8332
성수명당 신사점,요리주점,4.46,서울 강남구 강남대로160길 10,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['토', '17:00 - 24:00'], ['일', '17:00 - 24:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 24:00']]",0507-1479-3227
압편 압구정편의점,요리주점,정보 없음,"서울 강남구 선릉로161길 15-3 103, 104호","[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['토', '17:00 - 04:00'], ['일', '17:00 - 02:00'], ['월', '17:00 - 02:00'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 04:00'], ['- 리뉴얼공사로 6/7(수) 하루 쉬어갑니다 ^__^']]",02-6015-9685
뉴아게,요리주점,정보 없음,서울 강남구 선릉로155길 14 1층 뉴아게,"[['영업 중', '00:15에 라스트오더', '0시 15분에 라스트오더'], ['매일', '17:00 - 01:00', '00:15 라스트오더']]",02-511-1060
유희,요리주점,정보 없음,서울 강남구 도산대로11길 31-8 지하1층,"[['영업 중', '22:00에 라스트오더', '22시 0분에 라스트오더'], ['토', '17:00 - 23:00', '22:00 라스트오더'], ['일', '17:00 - 23:00', '22:00 라스트오더'], ['월', '18:00 - 24:00', '23:00 라스트오더'], ['화', '18:00 - 24:00', '23:00 라스트오더'], ['수', '18:00 - 24:00', '23:00 라스트오더'], ['목', '18:00 - 24:00', '23:00 라스트오더'], ['금', '18:00 - 24:00', '23:00 라스트오더'], ['- 매일 운영됩니다. 주말, 평일 영업시간이 다릅니다']]",0507-1439-9808
식스나잇,요리주점,정보 없음,서울 강남구 언주로174길 13 지하1층,"[['영업 중', '06:00에 영업 종료', '6시 0분에 영업 종료'], ['토', '19:00 - 06:00'], ['일', '19:00 - 04:00'], ['월', '19:00 - 04:00'], ['화', '19:00 - 04:00'], ['수', '19:00 - 04:00'], ['목', '19:00 - 04:00'], ['금', '19:00 - 06:00'], ['- 인스타그램 또는 캐치테이블도 예약 가능합니다']]",010-5089-5855
진도켄 이자카야,이자카야,정보 없음,서울 강남구 도산대로15길 9 지하 1층,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['토', '17:30 - 24:00'], ['일', '17:30 - 24:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:30 - 24:00'], ['수', '17:30 - 24:00'], ['목', '17:30 - 24:00'], ['금', '17:30 - 24:00']]",0507-1330-5614
