shop_name,shop_type,shop_star_rating,shop_address,shop_open_info,shop_contact
신촌정직한족발,"족발,보쌈",4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
룸의정석 신촌점,요리주점,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
쿠시노주방,이자카야,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
주무대,요리주점,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
브릭스5221맥주 신촌점,"맥주,호프",4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
안테이쿠,이자카야,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
찰리주막 신촌점,요리주점,정보 없음,서울 서대문구 연세로7안길 10-5,"[('월', {'open_time': '18:00 - 02:00', 'last_order_time': '정보 없음'}), ('화', {'open_time': '18:00 - 02:00', 'last_order_time': '정보 없음'}), ('수', {'open_time': '18:00 - 02:00', 'last_order_time': '정보 없음'}), ('목', {'open_time': '18:00 - 02:00', 'last_order_time': '정보 없음'}), ('금', {'open_time': '18:00 - 05:00', 'last_order_time': '정보 없음'}), ('토', {'open_time': '17:00 - 05:00', 'last_order_time': '정보 없음'}), ('일', {'open_time': '17:00 - 02:00', 'last_order_time': '정보 없음'})]",02-332-2115
집시포차,"맥주,호프",정보 없음,서울 서대문구 연세로7안길 10 2층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1343-1497
밤말,술집,정보 없음,서울 마포구 동교로 220-5 1.5층,"[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('수', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('목', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('금', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('토', {'open_time': '17:00 - 02:00', 'last_order_time': '01:00'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:00'})]",0507-1313-5446
매거진 스탠딩,"맥주,호프",4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
슬슬,술집,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
숲길,와인,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
맥주왕명주,"맥주,호프",4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
상수소굴,요리주점,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
온기,요리주점,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
스카이문 루프탑,바(BAR),4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
하루,이자카야,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1360-1026
하꼬,이자카야,4.71,"서울 서대문구 연세로7길 34-6 1,2층","[('월', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('화', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('수', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('목', {'open_time': '16:00 - 24:00', 'last_order_time': '23:30'}), ('금', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('토', {'open_time': '14:00 - 01:00', 'last_order_time': '00:30'}), ('일', {'open_time': '14:00 - 24:00', 'last_order_time': '23:30'})]",0507-1360-1026
심야식당 킨빠,이자카야,4.62,서울 마포구 독막로 82 1층,"[('월', {'open_time': '18:00 - 24:00', 'last_order_time': '23:00'}), ('화', {'open_time': '휴무', 'last_order_time': '정보 없음'}), ('수', {'open_time': '18:00 - 24:00', 'last_order_time': '23:00'}), ('목', {'open_time': '18:00 - 24:00', 'last_order_time': '23:00'}), ('금', {'open_time': '18:00 - 02:00', 'last_order_time': '01:00'}), ('토', {'open_time': '18:00 - 02:00', 'last_order_time': '01:00'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1419-7237
크래프트한스 연남점,"맥주,호프",4.62,서울 마포구 독막로 82 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1419-7237
키친31,이자카야,4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
연남주막1987,"전통,민속주점",4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
스탠딩박스,이자카야,4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
역전할머니맥주 신촌점,"맥주,호프",4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
을지OB베어 와우,"맥주,호프",4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
술익는마을,"전통,민속주점",4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
막걸리싸롱,"전통,민속주점",4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
클럽이스케이프,바(BAR),4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
젊은소나무,이자카야,4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
이찌방이야기 신촌점,요리주점,4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
홍대원조낙곱새,요리주점,4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
담,바(BAR),4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1331-6709
올드패션드,바(BAR),4.78,서울 서대문구 연세로4길 52 1층 키친31,"[('월', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('화', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('수', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('목', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('금', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('토', {'open_time': '17:00 - 24:00', 'last_order_time': '22:30'}), ('일', {'open_time': '휴무', 'last_order_time': '정보 없음'})]",0507-1331-6709
으네네 포차,요리주점,5,서울 마포구 신촌로14길 37 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1332-8843
미스터유,"맥주,호프",5,서울 마포구 신촌로14길 37 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1332-8843
펀비어킹 신촌 유플렉스점,"맥주,호프",5,서울 마포구 신촌로14길 37 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1332-8843
두꺼비숙성횟집 홍대본점,이자카야,5,서울 마포구 신촌로14길 37 1층,"[('월', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('화', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('수', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('목', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('금', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('토', {'open_time': '정보 없음', 'last_order_time': '정보 없음'}), ('일', {'open_time': '정보 없음', 'last_order_time': '정보 없음'})]",0507-1332-8843
